Taxa Code,NAME with AUTHOR,Species Name,GENUS,SPECIES,INFRASPECIES_RANK,INFRASPECIES,AUTHOR,FAMILY,VOLUME_REFERENCE,NSL_ID,,
calmglau,"Calma glaucoides Alder & Hancock, 1854",Calma glaucoides,Calma,glaucoides,,,"Alder & Hancock, 1854",,,,,
triposse,"Atagema osseosa (Kelaart, 1859)",Atagema osseosa,Atagema,osseosa,,,"(Kelaart, 1859)",,,,,
flabiodi,"Flabellina iodinea (Cooper, 1862)",Flabellina iodinea,Flabellina,iodinea,,,"(Cooper, 1862)",,,,,
archpseu,"Archidoris pseudoargus (Rapp, 1827)",Archidoris pseudoargus,Archidoris,pseudoargus,,,"(Rapp, 1827)",,,,,
hypsbaye,"Hypselodoris bayeri (Marcus & Marcus, 1967)",Hypselodoris bayeri,Hypselodoris,bayeri,,,"(Marcus & Marcus, 1967)",,,,,
aldisp2,Aldisa sp. 2.,Aldisa sp. 2.,Aldisa,sp. 2.,,,,,,,,
hexasang,"Hexabranchus sanguineus (Ruppell & Leuckart, 1828)",Hexabranchus sanguineus,Hexabranchus,sanguineus,,,"(Ruppell & Leuckart, 1828)",,,,,
burnheli,"Burnaia helicochorda (Miller, 1988)",Burnaia helicochorda,Burnaia,helicochorda,,,"(Miller, 1988)",,,,,
thorfili,"Thordisa filix Pruvot-Fol, 1951",Thordisa filix,Thordisa,filix,,,"Pruvot-Fol, 1951",,,,,
bertcali,"Berthella californica (Dall, 1900)",Berthella californica,Berthella,californica,,,"(Dall, 1900)",,,,,
ercosp5,Ercolania sp. 5,Ercolania sp. 5,Ercolania,sp. 5,,,,,,,,
flabamab,"Flabellina amabilis Hirano & Kuzirian, 1991",Flabellina amabilis,Flabellina,amabilis,,,"Hirano & Kuzirian, 1991",,,,,
cadlorna,"Cadlinella ornatissima (Risbec, 1928)",Cadlinella ornatissima,Cadlinella,ornatissima,,,"(Risbec, 1928)",,,,,
pleuhara,"Pleuredhera haraldi Marcus & Marcus, 1970",Pleuredhera haraldi,Pleuredhera,haraldi,,,"Marcus & Marcus, 1970",,,,,
corastei,"Corambe steinbergae (Lance, 1962)",Corambe steinbergae,Corambe,steinbergae,,,"(Lance, 1962)",,,,,
durvcfpu,Durvilledoris cf. pusilla,Durvilledoris cf. pusilla,Durvilledoris,cf. pusilla,,,,,,,,
nembcfgutt,"Nembrotha cf. guttata Yonow, 1993",Nembrotha cf. guttata,Nembrotha,cf. guttata,,,"Yonow, 1993",,,,,
chrofide,"Chromodoris fidelis (Kelaart, 1858)",Chromodoris fidelis,Chromodoris,fidelis,,,"(Kelaart, 1858)",,,,,
marisp3,Marionia sp. 3,Marionia sp. 3,Marionia,sp. 3,,,,,,,,
chrotrit,"Chromodoris tritos Yonow,  1994",Chromodoris tritos,Chromodoris,tritos,,,"Yonow, 1994",,,,,
eubrexig,"Eubranchus exiguus (Alder & Hancock, 1848)",Eubranchus exiguus,Eubranchus,exiguus,,,"(Alder & Hancock, 1848)",,,,,
polyfaer,"Polycera faeroensis Lemche, 1929",Polycera faeroensis,Polycera,faeroensis,,,"Lemche, 1929",,,,,
tambcape,"Tambja capensis (Bergh, 1907)",Tambja capensis,Tambja,capensis,,,"(Bergh, 1907)",,,,,
noumsubn,"Noumea subnivalis Baba, 1987",Noumea subnivalis,Noumea,subnivalis,,,"Baba, 1987",,,,,
phylkrem,"Phyllidiopsis krempfi Pruvot-Fol, 1957",Phyllidiopsis krempfi,Phyllidiopsis,krempfi,,,"Pruvot-Fol, 1957",,,,,
trapmilt,"Trapania miltabrancha Gosliner & Fahey, 2008",Trapania miltabrancha,Trapania,miltabrancha,,,"Gosliner & Fahey, 2008",,,,,
phanalbo,"Phanerophthalmus albocollaris  Heller & Thompson, 1983",Phanerophthalmus albocollaris,Phanerophthalmus,albocollaris,,,"Heller & Thompson, 1983",,,,,
chrothom,"Chromodoris thompsoni Rudman,  1983",Chromodoris thompsoni,Chromodoris,thompsoni,,,"Rudman, 1983",,,,,
aegipunc,"Aegires punctilucens  (dOrbigny, 1837)",Aegires punctilucens,Aegires,punctilucens,,,"(dOrbigny, 1837)",,,,,
chrogala,"Chromodoris galactos Rudman & Johnson in Rudman, 1985",Chromodoris galactos,Chromodoris,galactos,,,"Rudman & Johnson in Rudman, 1985",,,,,
elysbenn,"Elysia bennettae Thompson, 1973",Elysia bennettae,Elysia,bennettae,,,"Thompson, 1973",,,,,
thecpen,"Thecacera pennigera (Montagu, 1815)",Thecacera pennigera,Thecacera,pennigera,,,"(Montagu, 1815)",,,,,
tethfimb,"Tethys fimbria  Linnaeus, 1767",Tethys fimbria,Tethys,fimbria,,,"Linnaeus, 1767",,,,,
platelli,"Platydoris ellioti (Alder & Hancock, 1864)",Platydoris ellioti,Platydoris,ellioti,,,"(Alder & Hancock, 1864)",,,,,
aeolpapi,"Aeolidia papillosa (Linnaeus, 1761)",Aeolidia papillosa,Aeolidia,papillosa,,,"(Linnaeus, 1761)",,,,,
aegiflor,"Aegires flores Fahey and Gosliner, 2004",Aegires flores,Aegires,flores,,,"Fahey and Gosliner, 2004",,,,,
notagiga02,Notaeolidia gigas,Notaeolidia gigas,Notaeolidia,gigas,,, ,,,,,
jorufune,"Jorunna funebris  (Kelaart, 1858)",Jorunna funebris,Jorunna,funebris,,,"(Kelaart, 1858)",,,,,
noumverc,"Noumea verconiforma Rudman, 1995",Noumea verconiforma,Noumea,verconiforma,,,"Rudman, 1995",,,,,
hypscfwh,Hypselodoris cf. whitei,Hypselodoris cf. whitei,Hypselodoris,cf. whitei,,,,,,,,
ercosp4,Ercolania sp. 4,Ercolania sp. 4,Ercolania,sp. 4,,,,,,,,
marisp2,Marionia sp. 2,Marionia sp. 2,Marionia,sp. 2,,,,,,,,
cuthpurp,"Cuthona purpureoanulata (Baba, 1961)",Cuthona purpureoanulata,Cuthona,purpureoanulata,,,"(Baba, 1961)",,,,,
bergriss,"Berghia rissodominguezi Muniain & Ortea, 1999",Berghia rissodominguezi,Berghia,rissodominguezi,,,"Muniain & Ortea, 1999",,,,,
aeolidiidsp2,Unidentified aeolidiid sp. 2,Unidentified aeolidiid sp. 2,Unidentified,aeolidiid,,sp. 2,,,,,,
glosaure,"Glossodoris aureola Rudman, 1995",Glossodoris aureola,Glossodoris,aureola,,,"Rudman, 1995",,,,,
noumcfsu,"Noumea cf. sudanica Rudman, 1985",Noumea cf. sudanica,Noumea,cf. sudanica,,,"Rudman, 1985",,,,,
hypssaga,"Hypselodoris sagamiensis (Baba, 1949)",Hypselodoris sagamiensis,Hypselodoris,sagamiensis,,,"(Baba, 1949)",,,,,
facedubi,"Facelina dubia Pruvot-Fol, 1948",Facelina dubia,Facelina,dubia,,,"Pruvot-Fol, 1948",,,,,
tambzulu,"Tambja zulu Pola, Cervera & Gosliner, 2005",Tambja zulu,Tambja,zulu,,,"Pola, Cervera & Gosliner, 2005",,,,,
bergcoer,"Berghia coerulescens (Laurillard, 1830)",Berghia coerulescens,Berghia,coerulescens,,,"(Laurillard, 1830)",,,,,
aldisp3,Aldisa sp. 3,Aldisa sp. 3,Aldisa,sp. 3,,,,,,,,
hypssain,"Hypselodoris saintvincentius (Burn, 1962)",Hypselodoris saintvincentius,Hypselodoris,saintvincentius,,,"(Burn, 1962)",,,,,
heteanti,"Heterodoris antipodes Willan, 1981",Heterodoris antipodes,Heterodoris,antipodes,,,"Willan, 1981",,,,,
cyersp1,Cyerce sp. 1.,Cyerce sp. 1.,Cyerce,sp. 1.,,,,,,,,
okenbarn,"Okenia barnardi  Baba, 1937",Okenia barnardi,Okenia,barnardi,,,"Baba, 1937",,,,,
acanhuds,"Acanthodoris hudsoni MacFarland, 1905",Acanthodoris hudsoni,Acanthodoris,hudsoni,,,"MacFarland, 1905",,,,,
cuthspec,"Cuthona speciosa  (Macnae, 1954)",Cuthona speciosa,Cuthona,speciosa,,,"(Macnae, 1954)",,,,,
elysmaor,"Elysia maoria Powell, 1937",Elysia maoria,Elysia,maoria,,,"Powell, 1937",,,,,
polytric,"Polycera tricolor Robilliard, 1971",Polycera tricolor,Polycera,tricolor,,,"Robilliard, 1971",,,,,
dolaauri,"Dolabella auricularia (Lightfoot, 1786)",Dolabella auricularia,Dolabella,auricularia,,,"(Lightfoot, 1786)",,,,,
apheberg,"Aphelodoris berghi Odhner, 1924",Aphelodoris berghi,Aphelodoris,berghi,,,"Odhner, 1924",,,,,
eubrrupi,"Eubranchus rupium (Moller, 1842)",Eubranchus rupium,Eubranchus,rupium,,,"(Moller, 1842)",,,,,
costsp2,Costasiella sp. 2.,Costasiella sp. 2.,Costasiella,sp. 2.,,,,,,,,
ercoviri,"Ercolania viridis (A. Costa, 1866)",Ercolania viridis,Ercolania,viridis,,,"(A. Costa, 1866)",,,,,
melacfezoe,Melanochlamys ezoensis,Melanochlamys ezoensis,Melanochlamys,ezoensis,,, ,,,,,
cuthcoco,"Cuthona cocoachroma Williams & Gosliner, 1979",Cuthona cocoachroma,Cuthona,cocoachroma,,,"Williams & Gosliner, 1979",,,,,
chroepic,"Chromodoris epicuria (Basedow & Hedley, 1905)",Chromodoris epicuria,Chromodoris,epicuria,,,"(Basedow & Hedley, 1905)",,,,,
elystome,"Elysia tomentosa  Jensen, 1997",Elysia tomentosa,Elysia,tomentosa,,,"Jensen, 1997",,,,,
hypscfca,Hypselodoris cf. carnea,Hypselodoris cf. carnea,Hypselodoris,cf. carnea,,,,,,,,
ceratenu,"Ceratosoma tenue  Abraham, 1876",Ceratosoma tenue,Ceratosoma,tenue,,,"Abraham, 1876",,,,,
chrotenn,"Chromodoris tennentana (Kelaart, 1859)",Chromodoris tennentana,Chromodoris,tennentana,,,"(Kelaart, 1859)",,,,,
pleuwebe,"Pleurobranchus weberi (Bergh, 1905)",Pleurobranchus weberi,Pleurobranchus,weberi,,,"(Bergh, 1905)",,,,,
cuthsp10,Cuthona sp. 10,Cuthona sp. 10,Cuthona,sp. 10,,,,,,,,
tritsp6,Tritoniid sp. 6,Tritoniid sp. 6,Tritoniid,sp. 6,,,,,,,,
nembsp2,Nembrotha sp. 2,Nembrotha sp. 2,Nembrotha,sp. 2,,,,,,,,
colpsp1,Colpodaspis sp. 1,Colpodaspis sp. 1,Colpodaspis,sp. 1,,,,,,,,
flabpeda,"Flabellina pedata (Montagu, 1815)",Flabellina pedata,Flabellina,pedata,,,"(Montagu, 1815)",,,,,
pupaniti,"Pupa nitidula (Lamarck, 1822)",Pupa nitidula,Pupa,nitidula,,,"(Lamarck, 1822)",,,,,
allolanu,"Alloiodoris lanuginata (Abraham, 1877)",Alloiodoris lanuginata,Alloiodoris,lanuginata,,,"(Abraham, 1877)",,,,,
triteleg,"Tritoniopsis elegans  (Audouin, 1826)",Tritoniopsis elegans,Tritoniopsis,elegans,,,"(Audouin, 1826)",,,,,
okenjapo,"Okenia japonica  Baba, 1949",Okenia japonica,Okenia,japonica,,,"Baba, 1949",,,,,
rostsp4,Rostanga sp. 4,Rostanga sp. 4,Rostanga,sp. 4,,,,,,,,
chrocfdeco,Chromodoris cf. decora,Chromodoris cf. decora,Chromodoris,cf. decora,,,,,,,,
chronaik,"Chromodoris naiki  Valdés, Mollo & Ortea, 1999",Chromodoris naiki,Chromodoris,naiki,,,"Valdés, Mollo & Ortea, 1999",,,,,
facestea,"Facelina stearnsi Cockerell, 1901",Facelina stearnsi,Facelina,stearnsi,,,"Cockerell, 1901",,,,,
volvayak,"Volvatella ayakii Hamatani, 1972",Volvatella ayakii,Volvatella,ayakii,,,"Hamatani, 1972",,,,,
tambvict,"Tambja victoriae Pola, Cervera & Gosliner, 2005",Tambja victoriae,Tambja,victoriae,,,"Pola, Cervera & Gosliner, 2005",,,,,
hervclar,"Herviella claror Burn,  1963",Herviella claror,Herviella,claror,,,"Burn, 1963",,,,,
aeolstep,"Aeolidiella stephanieae Valdes, 2005",Aeolidiella stephanieae,Aeolidiella,stephanieae,,,"Valdes, 2005",,,,,
polysp1,Polycera sp. 1.,Polycera sp. 1.,Polycera,sp. 1.,,,,,,,,
acanrhod,"Acanthodoris rhodoceras   Cockerell & Eliot, 1905",Acanthodoris rhodoceras,Acanthodoris,rhodoceras,,,"Cockerell & Eliot, 1905",,,,,
okenevel,"Okenia evelinae Marcus, 1957",Okenia evelinae,Okenia,evelinae,,,"Marcus, 1957",,,,,
hamijapo,"Haminoea japonica (Pilsbry, 1895)",Haminoea japonica,Haminoea,japonica,,,"(Pilsbry, 1895)",,,,,
cadlflav,"Cadlina flavomaculata MacFarland, 1905",Cadlina flavomaculata,Cadlina,flavomaculata,,,"MacFarland, 1905",,,,,
phyllodsp5,Phyllodesmium sp. 5,Phyllodesmium sp. 5,Phyllodesmium,sp. 5,,,,,,,,
okenamoe,"Okenia amoenula (Bergh, 1907)",Okenia amoenula,Okenia,amoenula,,,"(Bergh, 1907)",,,,,
borndoto,"Bornella dotoides Pola, Rudman & Gosliner, 2009",Bornella dotoides,Bornella,dotoides,,,"Pola, Rudman & Gosliner, 2009",,,,,
dotosp10,Doto sp. 10,Doto sp. 10,Doto,sp. 10,,,,,,,,
glossp12,Glossodoris sp. 12,Glossodoris sp. 12,Glossodoris,sp. 12,,,,,,,,
alditara,"Aldisa tara Millen in Millen & Gosliner, 1985",Aldisa tara,Aldisa,tara,,,"Millen in Millen & Gosliner, 1985",,,,,
chrogeom,"Chromodoris geometrica Risbec, 1928",Chromodoris geometrica,Chromodoris,geometrica,,,"Risbec, 1928",,,,,
halggrap,"Halgerda graphica Basedow & Hedley, 1905",Halgerda graphica,Halgerda,graphica,,,"Basedow & Hedley, 1905",,,,,
meliaust,"Melibe australis Angas, 1864",Melibe australis,Melibe,australis,,,"Angas, 1864",,,,,
hypspict,"Hypselodoris picta (Schultz, 1836)",Hypselodoris picta,Hypselodoris,picta,,,"(Schultz, 1836)",,,,,
chrcole,"Chromodoris colemani Rudman, 1982",Chromodoris colemani,Chromodoris,colemani,,,"Rudman, 1982",,,,,
runcorna,"Runcina ornata (Quatrefages, 1844)",Runcina ornata,Runcina,ornata,,,"(Quatrefages, 1844)",,,,,
fryeguam,"Fryeria guamensis Brunckhorst, 1993",Fryeria guamensis,Fryeria,guamensis,,,"Brunckhorst, 1993",,,,,
fryepict,"Fryeria picta (Pruvot-Fol, 1957)",Fryeria picta,Fryeria,picta,,,"(Pruvot-Fol, 1957)",,,,,
siraimmo,"Siraius immonda (Risbec, 1928)",Siraius immonda,Siraius,immonda,,,"(Risbec, 1928)",,,,,
elyssp12,Elysia sp. 12,Elysia sp. 12,Elysia,sp. 12,,,,,,,,
austkerg,"Austrodoris kerguelenensis (Bergh, 1884)",Austrodoris kerguelenensis,Austrodoris,kerguelenensis,,,"(Bergh, 1884)",,,,,
dotosp6,Doto sp. 6,Doto sp. 6,Doto,sp. 6,,,,,,,,
volvviri,"Volvatella viridis Hamatani, 1976",Volvatella viridis,Volvatella,viridis,,,"Hamatani, 1976",,,,,
armisp7,Armina sp. 7,Armina sp. 7,Armina,sp. 7,,,,,,,,
aldismar,"Aldisa smaragdina  Ortea, Perez & Llera, 1982",Aldisa smaragdina,Aldisa,smaragdina,,,"Ortea, Perez & Llera, 1982",,,,,
dorisp4,Doris sp. 4.,Doris sp. 4.,Doris,sp. 4.,,,,,,,,
hamihyda,"Haminoea hydatis (Linnaeus, 1758)",Haminoea hydatis,Haminoea,hydatis,,,"(Linnaeus, 1758)",,,,,
polyaura,"Polycera aurantiomarginata García Gómez & Bobo, 1984",Polycera aurantiomarginata,Polycera,aurantiomarginata,,,"García Gómez & Bobo, 1984",,,,,
janosp4,Janolus sp. 4,Janolus sp. 4,Janolus,sp. 4,,,,,,,,
philinsp1,Philinopsis sp. 1,Philinopsis sp. 1,Philinopsis,sp. 1,,,,,,,,
lophsp1,Lophodoris sp. 1,Lophodoris sp. 1,Lophodoris,sp. 1,,,,,,,,
julisp2,Julia sp. 2,Julia sp. 2,Julia,sp. 2,,,,,,,,
cerbtann,"Cerberilla tanna  Marcus & Marcus, 1960",Cerberilla tanna,Cerberilla,tanna,,,"Marcus & Marcus, 1960",,,,,
aldibany,Aldisa banyulensis   Pruvot-Fol 1951,Aldisa banyulensis,Aldisa,banyulensis,,,Pruvot-Fol 1951,,,,,
chrjosh,"Chromodoris joshi Gosliner & Behrens, 1998",Chromodoris joshi,Chromodoris,joshi,,,"Gosliner & Behrens, 1998",,,,,
gonmerac,"Goniodoris meracula Burn, 1958",Goniodoris meracula,Goniodoris,meracula,,,"Burn, 1958",,,,,
aegivill,"Aegires villosus  Farran, 1905",Aegires villosus,Aegires,villosus,,,"Farran, 1905",,,,,
tylosp1,Tylodina sp. 1,Tylodina sp. 1,Tylodina,sp. 1,,,,,,,,
tamboliv,"Tambja olivaria Yonow, 1994",Tambja olivaria,Tambja,olivaria,,,"Yonow, 1994",,,,,
dolabraz,"Dolabrifera brazieri Sowerby, 1870",Dolabrifera brazieri,Dolabrifera,brazieri,,,"Sowerby, 1870",,,,,
bullampu,"Bulla ampulla Linnaeus, 1758",Bulla ampulla,Bulla,ampulla,,,"Linnaeus, 1758",,,,,
dicaodhn,"Dicata odhneri  Schmekel, 1967",Dicata odhneri,Dicata,odhneri,,,"Schmekel, 1967",,,,,
okenrhin,"Okenia rhinorma Rudman, 2007",Okenia rhinorma,Okenia,rhinorma,,,"Rudman, 2007",,,,,
hamisp2,Haminoea sp. 2.,Haminoea sp. 2.,Haminoea,sp. 2.,,,,,,,,
flabvert,"Flabellina verta (Marcus, 1970)",Flabellina verta,Flabellina,verta,,,"(Marcus, 1970)",,,,,
notosp1,Notodoris sp. 1.,Notodoris sp. 1.,Notodoris,sp. 1.,,,,,,,,
halggunn,"Halgerda gunnessi Fahey & Gosliner, 2001",Halgerda gunnessi,Halgerda,gunnessi,,,"Fahey & Gosliner, 2001",,,,,
glossp8,Glossodoris sp. 8.,Glossodoris sp. 8.,Glossodoris,sp. 8.,,,,,,,,
halgokin,"Halgerda okinawa Carlson & Hoff, 2000",Halgerda okinawa,Halgerda,okinawa,,,"Carlson & Hoff, 2000",,,,,
noumalbo,"Noumea alboannulata Rudman, 1986",Noumea alboannulata,Noumea,alboannulata,,,"Rudman, 1986",,,,,
platstri,"Platydoris striata (Kelaart, 1858)",Platydoris striata,Platydoris,striata,,,"(Kelaart, 1858)",,,,,
siphmich,"Siphopteron michaeli (Gosliner & Williams, 1988)",Siphopteron michaeli,Siphopteron,michaeli,,,"(Gosliner & Williams, 1988)",,,,,
halgterr,"Halgerda terramtuentis Bertsch & Johnson, 1982",Halgerda terramtuentis,Halgerda,terramtuentis,,,"Bertsch & Johnson, 1982",,,,,
phidhilt,"Phidiana hiltoni ODonoghue, 1927",Phidiana hiltoni,Phidiana,hiltoni,,,"ODonoghue, 1927",,,,,
cerbchav,"Cerberilla chavezi Hermosillo & Valdes, 2007",Cerberilla chavezi,Cerberilla,chavezi,,,"Hermosillo & Valdes, 2007",,,,,
eubrmand,"Eubranchus mandapamensis (Rao, 1968)",Eubranchus mandapamensis,Eubranchus,mandapamensis,,,"(Rao, 1968)",,,,,
denddall,Dendronotus dalli Bergh 1879,Dendronotus dalli,Dendronotus,dalli,,,Bergh 1879,,,,,
taricaud,"Taringa caudata (Farran, 1905)",Taringa caudata,Taringa,caudata,,,"(Farran, 1905)",,,,,
gonicfcast,"Goniodoris cf. castanea Alder & Hancock, 1845",Goniodoris cf.castanea,Goniodoris,cf.castanea ,,,"Alder & Hancock, 1845",,,,,
thorkahu,"Thorunna kahuna  Johnson & Gosliner, 2001",Thorunna kahuna,Thorunna,kahuna,,,"Johnson & Gosliner, 2001",,,,,
sakunung,"Sakuraeolis nungunoides Rudman, 1980",Sakuraeolis nungunoides,Sakuraeolis,nungunoides,,,"Rudman, 1980",,,,,
hancsp1,Hancockia sp. 1,Hancockia sp. 1,Hancockia,sp. 1,,,,,,,,
archwell,"Archidoris wellingtonensis (Abraham, 1877)",Archidoris wellingtonensis,Archidoris,wellingtonensis,,,"(Abraham, 1877)",,,,,
chelsp3,Chelidonura sp. 3.,Chelidonura sp. 3.,Chelidonura,sp. 3.,,,,,,,,
atagcari,"Atagema carinata (Quoy & Gaimard, 1832)",Atagema carinata,Atagema,carinata,,,"(Quoy & Gaimard, 1832)",,,,,
chrocfstri2,Chromodoris cf. strigata (2),Chromodoris cf. strigata (2),Chromodoris,cf. strigata (2),,,,,,,,
navaaeni,"Navanax aenigmaticus (Bergh, 1893)",Navanax aenigmaticus,Navanax,aenigmaticus,,,"(Bergh, 1893)",,,,,
chrospho,"Chromodoris sphoni (Marcus, Ev., 1971)",Chromodoris sphoni,Chromodoris,sphoni,,,"(Marcus, Ev., 1971)",,,,,
nembarno,"Nembrotha arnoldi Burn, 1957",Nembrotha arnoldi,Nembrotha,arnoldi,,,"Burn, 1957",,,,,
cuthkuit,"Cuthona kuiteri Rudman, 1981",Cuthona kuiteri,Cuthona,kuiteri,,,"Rudman, 1981",,,,,
tritflem,"Tritonia flemingi  (Powell, 1937)",Tritonia flemingi,Tritonia,flemingi,,,"(Powell, 1937)",,,,,
chromich,"Chromodoris michaeli Gosliner & Behrens, 1998",Chromodoris michaeli,Chromodoris,michaeli,,,"Gosliner & Behrens, 1998",,,,,
carmbouc,"Carminodoris boucheti Ortea, 1979",Carminodoris boucheti,Carminodoris,boucheti,,,"Ortea, 1979",,,,,
paraeryt,"Paradoris erythraeensis (Vayssiere, 1912)",Paradoris erythraeensis,Paradoris,erythraeensis,,,"(Vayssiere, 1912)",,,,,
pseuquad,"Pseudotritonia quadrangularis  Thiele, 1912",Pseudotritonia quadrangularis,Pseudotritonia,quadrangularis,,,"Thiele, 1912",,,,,
plocmade,"Plocamopherus maderae (Lowe, 1842)",Plocamopherus maderae,Plocamopherus,maderae,,,"(Lowe, 1842)",,,,,
aplymori,"Aplysia morio Verrill, 1901",Aplysia morio,Aplysia,morio,,,"Verrill, 1901",,,,,
eubrvitt,"Eubranchus vittatus   (Alder & Hancock, 1842)",Eubranchus vittatus,Eubranchus,vittatus,,,"(Alder & Hancock, 1842)",,,,,
flabenge,"Flabellina engeli Marcus & Marcus, 1968",Flabellina engeli,Flabellina,engeli,,,"Marcus & Marcus, 1968",,,,,
flabsp1,Flabellina sp. 1.,Flabellina sp. 1.,Flabellina,sp. 1.,,,,,,,,
flabisch,"Flabellina ischitana  Hirano & Thompson, 1990",Flabellina ischitana,Flabellina,ischitana,,,"Hirano & Thompson, 1990",,,,,
chrolekk,"Chromodoris lekker Gosliner, 1994",Chromodoris lekker,Chromodoris,lekker,,,"Gosliner, 1994",,,,,
armicfwatt,"Armina cf. wattla Marcus & Marcus, 1967",Armina cf. wattla,Armina,cf. wattla,,,"Marcus & Marcus, 1967",,,,,
thorpuni,"Thorunna punicea (Rudman, 1995)",Thorunna punicea,Thorunna,punicea,,,"(Rudman, 1995)",,,,,
hervmiet,"Herviella mietta Marcus & Burch, 1965",Herviella mietta,Herviella,mietta,,,"Marcus & Burch, 1965",,,,,
cadlhirs,"Cadlinella hirsuta Rudman, 1995",Cadlinella hirsuta,Cadlinella,hirsuta,,,"Rudman, 1995",,,,,
tornapic,"Tornatina apicina (Gould, 1859)",Tornatina apicina,Tornatina,apicina,,,"(Gould, 1859)",,,,,
platscab,"Platydoris scabra  (Cuvier, 1804)",Platydoris scabra,Platydoris,scabra,,,"(Cuvier, 1804)",,,,,
thursp3,Thuridilla sp. 3,Thuridilla sp. 3,Thuridilla,sp. 3,,,,,,,,
umbrmedi,"Umbraculum mediterraneum (Lamarck, 1819)",Umbraculum mediterraneum,Umbraculum,mediterraneum,,,"(Lamarck, 1819)",,,,,
triomacu,"Triopha maculata MacFarland, 1905",Triopha maculata,Triopha,maculata,,,"MacFarland, 1905",,,,,
elysviri,"Elysia viridis (Montagu, 1804)",Elysia viridis,Elysia,viridis,,,"(Montagu, 1804)",,,,,
dorijana,"Doriopsilla janaina Marcus &. Marcus, 1967",Doriopsilla janaina,Doriopsilla,janaina,,,"Marcus &. Marcus, 1967",,,,,
ercokenc,"Ercolania kencolesi Grzymbowski, Stemmer & Wagele, 2007",Ercolania kencolesi,Ercolania,kencolesi,,,"Grzymbowski, Stemmer & Wagele, 2007",,,,,
glospull,"Glossodoris pullata Rudman, 1995",Glossodoris pullata,Glossodoris,pullata,,,"Rudman, 1995",,,,,
favosp7,Favorinus sp. 7,Favorinus sp. 7,Favorinus,sp. 7,,,,,,,,
okenmedi,"Okenia mediterranea (von Ihering, 1886)",Okenia mediterranea,Okenia,mediterranea,,,"(von Ihering, 1886)",,,,,
phylcarl,"Phyllidia carlsonhoffi Brunckhorst, 1993",Phyllidia carlsonhoffi,Phyllidia,carlsonhoffi,,,"Brunckhorst, 1993",,,,,
trithomb,"Tritonia hombergii Cuvier, 1803",Tritonia hombergii,Tritonia,hombergii,,,"Cuvier, 1803",,,,,
chrocfstri,Chromodoris cf. strigata,Chromodoris cf. strigata,Chromodoris,cf. strigata,,,,,,,,
aegilemo,"Aegires lemoncello Fahey and Gosliner, 2004",Aegires lemoncello,Aegires,lemoncello,,,"Fahey and Gosliner, 2004",,,,,
chrorodo,Chromodoris rodomaculata Ortea & Valdés (1992),Chromodoris rodomaculata,Chromodoris,rodomaculata,,,Ortea & Valdés (1992),,,,,
nembmega,"Nembrotha megalocera Yonow, 1990",Nembrotha megalocera,Nembrotha,megalocera,,,"Yonow, 1990",,,,,
elysamak,"Elysia amakusana Baba, 1955",Elysia amakusana,Elysia,amakusana,,,"Baba, 1955",,,,,
halgpali,"Halgerda paliensis (Bertsch & Johnson, 1982)",Halgerda paliensis,Halgerda,paliensis,,,"(Bertsch & Johnson, 1982)",,,,,
chroannu,"Chromodoris annulata Eliot, 1904",Chromodoris annulata,Chromodoris,annulata,,,"Eliot, 1904",,,,,
trapsp14,Trapania sp. 14,Trapania sp. 14,Trapania,sp. 14,,,,,,,,
cuthsp1,Cuthona sp. 1.,Cuthona sp. 1.,Cuthona,sp. 1.,,,,,,,,
gonijoub,"Goniodoris joubini Risbec, 1928",Goniodoris joubini,Goniodoris,joubini,,,"Risbec, 1928",,,,,
diveaura,"Diversidoris aurantionodulosa  Rudman, 1987",Diversidoris aurantionodulosa,Diversidoris,aurantionodulosa,,,"Rudman, 1987",,,,,
pleuhill,"Pleurobranchus hilli (Hedley, 1894)",Pleurobranchus hilli,Pleurobranchus,hilli,,,"(Hedley, 1894)",,,,,
oxynanti,"Oxynoe antillarum Morch,  1863",Oxynoe antillarum,Oxynoe,antillarum,,,"Morch, 1863",,,,,
jorupard,"Jorunna pardus Behrens & Henderson, 1981",Jorunna pardus,Jorunna,pardus,,,"Behrens & Henderson, 1981",,,,,
okenimpe,"Okenia impexa Marcus, 1957",Okenia impexa,Okenia,impexa,,,"Marcus, 1957",,,,,
cerbinco,"Cerberilla incola Burn, 1974.",Cerberilla incola,Cerberilla,incola,,,"Burn, 1974.",,,,,
cerbsp3,Cerberilla sp. 3.,Cerberilla sp. 3.,Cerberilla,sp. 3.,,,,,,,,
eubrechi,"Eubranchus echizenicus Baba, 1975",Eubranchus echizenicus,Eubranchus,echizenicus,,,"Baba, 1975",,,,,
cerabico,"Ceratosoma bicolor Baba, 1949",Ceratosoma bicolor,Ceratosoma,bicolor,,,"Baba, 1949",,,,,
pupakirk,"Pupa kirki (Hutton, 1873)",Pupa kirki,Pupa,kirki,,,"(Hutton, 1873)",,,,,
phyllaply,Phyllaplysia spp. ,Phyllaplysia spp.,Phyllaplysia,spp.,,, ,,,,,
chroconc,"Chromodoris conchyliata Yonow, 1984",Chromodoris conchyliata,Chromodoris,conchyliata,,,"Yonow, 1984",,,,,
hypssp11,Hypselodoris sp. 11,Hypselodoris sp. 11,Hypselodoris,sp. 11,,,,,,,,
